2017-01-13,Assembly Floor,Assembly,Steven Choi,,"Immigration from Korea came to a standstill during the Japanese occupation of Korea for all but nearly 1,000 that were able to come as a part of the picture bride program that was known as until 1924 think of picture brides.","is a home To the first Korean-American political organizations, and the Korean language publications. Immigration from Korea came to a standstill during the Japanese occupation of Korea for all but nearly 1,000 that were able to come as a part of the picture bride program that was known as until 1924 think of picture brides. At this time Korean American immigration",https://ca.digitaldemocracy.org/hearing/10031?startTime=669,4,CA_201520160AJR4,http://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=CA_201520160AJR4,(PASS),10/4,"('NOE',)",0,0,0,0,0,0,47,18375,0.7012168620271808
2017-01-18,Senate Standing Committee on Rules,Senate,Kevin De Leon,,"By expanding the policy from 100 miles to 200 miles, or removing the geographical mileage criteria altogether, and removing 2 weeks to indefinite, in perpetuity, whatever time you have spent in California or elsewhere in the US would really rob California residents of due process rights to have your day in court before a judge.","By expanding the policy from 100 miles to 200 miles, or removing the geographical mileage criteria altogether, and removing 2 weeks to indefinite, in perpetuity, whatever time you have spent in California or elsewhere in the US would really rob California residents of due process rights to have your day in court before a judge. And whether that judge may decide, judge may decide listen you don't meet the criteria, therefore you have to be removed from this country, that's the judge's decision. Or a judge, say, given the circumstances where you come from, what's happening, whether it's political, whether it's civil war, whether it's violence of some sort, we grant you a temporary stay, or permanent residency, whatever it may be.",https://ca.digitaldemocracy.org/hearing/10044?startTime=1713,96,CA_201520160AB96,http://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=CA_201520160AB96,(PASS),10/2,"('AYE',)",0,0,0,0,0,0,51,18414,0.6422183573199086
2017-01-18,Senate Standing Committee on Rules,Senate,Tom Berryhill,,"I'm going to move on now, and this is something that you answered over with the Assembly, but I want to revisit it, and it's criminals, and firearms, the Armed Prohibited Person System and this is near and dear to my heart, because a few years ago the legislature provided nearly $24 million to the DOJ Bureau of Firearms to eliminate a significant backlog in the Armed Prohibited Persons System.","Yeah, okay, thank you. I'm going to move on now, and this is something that you answered over with the Assembly, but I want to revisit it, and it's criminals, and firearms, the Armed Prohibited Person System and this is near and dear to my heart, because a few years ago the legislature provided nearly $24 million to the DOJ Bureau of Firearms to eliminate a significant backlog in the Armed Prohibited Persons System. Now, I happen to be on that Budget Committee, and I happen to be one of the Republicans that voted for that $24 million and despite nearly 3 years, $24 million and now, ongoing funding, the backlog remains in excess of 10,000 cases.",https://ca.digitaldemocracy.org/hearing/10044?startTime=699,4,CA_201520160AJR4,http://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=CA_201520160AJR4,(PASS),10/4,"('AYE',)",0,0,0,0,0,0,27,18414,0.6058041701228732
2017-01-18,Senate Standing Committee on Rules,Senate,Tom Berryhill,,"Now, I happen to be on that Budget Committee, and I happen to be one of the Republicans that voted for that $24 million and despite nearly 3 years, $24 million and now, ongoing funding, the backlog remains in excess of 10,000 cases.","Yeah, okay, thank you. I'm going to move on now, and this is something that you answered over with the Assembly, but I want to revisit it, and it's criminals, and firearms, the Armed Prohibited Person System and this is near and dear to my heart, because a few years ago the legislature provided nearly $24 million to the DOJ Bureau of Firearms to eliminate a significant backlog in the Armed Prohibited Persons System. Now, I happen to be on that Budget Committee, and I happen to be one of the Republicans that voted for that $24 million and despite nearly 3 years, $24 million and now, ongoing funding, the backlog remains in excess of 10,000 cases.",https://ca.digitaldemocracy.org/hearing/10044?startTime=699,4,CA_201520160AJR4,http://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=CA_201520160AJR4,(PASS),10/4,"('AYE',)",0,0,0,0,0,0,27,18414,0.8517597124952543
2017-01-17,Senate Floor,Assembly,Bill Monning,,"But he was vilified by the New York Times for when he extended that philosophy, to all people on this planet and weighed in in opposition to the war in Vietnam, but it was because he extended that continuity of belief of fundamental human rights, not just from the deep south of the United States, not just from the continental or 50 states of the United States, but to all people in the world.","But he was vilified by the New York Times for when he extended that philosophy, to all people on this planet and weighed in in opposition to the war in Vietnam, but it was because he extended that continuity of belief of fundamental human rights, not just from the deep south of the United States, not just from the continental or 50 states of the United States, but to all people in the world. He was recognized by the Nobel Committee, the youngest ever to receive the Nobel Peace Prize before his assassination. We hear of the I Have a Dream speech, and sometimes the sanitized memories that are shared in classrooms. I'll just share one quote as I conclude my comments, related to, I think, more important today than ever before, perhaps, is that we have proclamations of expanding a nuclear arms race.",https://ca.digitaldemocracy.org/hearing/10038?startTime=824,4,CA_201520160AJR4,http://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=CA_201520160AJR4,(PASS),10/4,"('AYE',)",45,0,0,0,0,0,65,18385,0.6050349816083568
2017-01-17,Senate Floor,Senate,Hannah-Beth Jackson,,"more than 800,000 California women and men each year.","more than 800,000 California women and men each year.",https://ca.digitaldemocracy.org/hearing/10038?startTime=1303,4,CA_201520160AJR4,http://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=CA_201520160AJR4,(PASS),10/4,"('AYE',)",11,0,0,7,0,0,5,18386,0.6212053136743514
2017-01-18,Senate Standing Committee on Rules,Assembly,Toni Atkins,,"That found that mergers involving two major hospital systems, Sutter and Dignity Health in California, not only increased costs in the local communities where those hospitals were located.","Thank you. I'll try to be quicker Mr. Pro Tem. In terms of following along then in terms of mergers and acquisitions, there was a recent report by USC. That found that mergers involving two major hospital systems, Sutter and Dignity Health in California, not only increased costs in the local communities where those hospitals were located. But resulted in infuriated hospitals increasing their cost to consumers.",https://ca.digitaldemocracy.org/hearing/10044?startTime=1055,4,CA_201520160AJR4,http://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=CA_201520160AJR4,(PASS),10/4,"('AYE',)",0,0,0,0,0,0,26,18414,0.6218274402528782
2017-01-04,Senate Floor,Senate,Jean Fuller,,"As a sign of his compassion his final act was approving a $2, 500 budget to buy gift card for 125 senior citizens throughout Coachella Valley during the holiday season.","He led by example, not only here in public service but as a patrolman. Politics never got in his way of doing the right thing. Of the many bills he signed into law, the most notable included Ariana's law, which requires healthcare centers to disclose health and safety violations. As a sign of his compassion his final act was approving a $2, 500 budget to buy gift card for 125 senior citizens throughout Coachella Valley during the holiday season. That's the John that I know. That John that I'll miss. John is survived by his heroic wife, Cheryl. She's an incredible person. Most patrolman need a wife like that, most of us, including me, need a wife like that. Cheryl was always there and cared for all of his friends and relatives through the years. His son Ben and Ben's wife, Jaime, daughter Sarah, brothers Mark and Paul and two grandchildren, thank you.",https://ca.digitaldemocracy.org/hearing/10015?startTime=647,4,CA_201520160AJR4,http://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=CA_201520160AJR4,(PASS),10/4,"('AYE',)",3,0,0,0,0,0,69,18326,0.6410067112554517
2016-12-05,Senate Floor,Assembly,Ben Hueso,,"Just in particular to undocumented immigrants, I want to note that as mentioned, they comprise nearly 10 percent of the state's workforce, contributing $130 billion annually to its Gross Domestic Product.","Just in particular to undocumented immigrants, I want to note that as mentioned, they comprise nearly 10% of the state's workforce, contributing $130 billion annually to its Gross Domestic Product. They pay their fair share of taxes, and according to data from the Institute of Taxation and Economic Policy, undocumented immigrants in California paid over 2.2 billion in state and local taxes in 2010, including 1.8 billion in sales tax. 152.1 million in state income taxes and 302.8 million in property taxes. The Bay largely comprises some of California's largest and most dynamic industries, such as the agricultural industry, as we know.  The tourist industries in California and what would our state be without this workforce?",https://ca.digitaldemocracy.org/hearing/10003?startTime=392,13,CA_201520160AB13,http://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=CA_201520160AB13,(PASS),13/0,"('AYE',)",8,0,0,3,0,0,63,18254,0.6969818539178645
2016-12-05,Senate Floor,Assembly,Ben Hueso,,"They pay their fair share of taxes, and according to data from the Institute of Taxation and Economic Policy, undocumented immigrants in California paid over 2.2 billion in state and local taxes in 2010, including 1.8 billion in sales tax.","Just in particular to undocumented immigrants, I want to note that as mentioned, they comprise nearly 10% of the state's workforce, contributing $130 billion annually to its Gross Domestic Product. They pay their fair share of taxes, and according to data from the Institute of Taxation and Economic Policy, undocumented immigrants in California paid over 2.2 billion in state and local taxes in 2010, including 1.8 billion in sales tax. 152.1 million in state income taxes and 302.8 million in property taxes. The Bay largely comprises some of California's largest and most dynamic industries, such as the agricultural industry, as we know.  The tourist industries in California and what would our state be without this workforce?",https://ca.digitaldemocracy.org/hearing/10003?startTime=392,13,CA_201520160AB13,http://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=CA_201520160AB13,(PASS),13/0,"('AYE',)",8,0,0,3,0,0,63,18254,0.7578923859060215
